customer_id,customer_name,customer_email,customer_phone,customer_segment,customer_type
CUST1953,Billy Tate,paulestrada@terrell-becker.com,4172820762,Adult,VIP
CUST1954,Stacy Johnson,edwardstewart@gmail.com,811.522.3282,Adult,New
CUST1955,Melanie Long,wstewart@schmidt.com,(282)408-4752,Adult,VIP
CUST1956,Tiffany Hood,smithsamantha@rivera.com,359.994.0041x08479,Senior,Returning
CUST1957,Brad Rivas,juliarubio@yahoo.com,351-135-0535,Youth,VIP
CUST1958,Jordan Moses,cindy59@alvarez-padilla.com,001-722-892-0641x57809,Senior,Returning
CUST1959,Abigail Booker,langernest@gmail.com,001-783-028-0104x19453,Youth,New
CUST1960,Tiffany Nguyen,nwilson@moore-tran.info,195-281-4478x6742,Adult,Returning
CUST1961,Morgan Bernard,theresabeck@gmail.com,+1-021-889-3063,Senior,New
CUST1962,Christine Williams,camposderek@yahoo.com,001-578-037-8912x13974,Youth,VIP
CUST1963,Erica Brown,xwoods@gmail.com,699.055.8557,Youth,New
CUST1964,Trevor James,lrichards@yahoo.com,(994)084-2906x969,Senior,Returning
CUST1965,Christopher Hanna,kpotts@blackwell-huerta.com,+1-045-289-8606x1065,Youth,VIP
CUST1966,Ann Phelps,dennisevans@rangel-rodriguez.com,(733)745-7016x52761,Youth,VIP
CUST1967,Richard Mitchell,jennifer15@hotmail.com,681.498.0253,Youth,New
CUST1968,Martha Martinez,howellbrittany@gmail.com,+1-084-376-9929x6444,Senior,Returning
CUST1969,Jeffrey Drake MD,james48@gmail.com,725.084.2324x234,Senior,VIP
CUST1970,Bonnie Wade,rebecca03@hotmail.com,004.172.4155x36915,Adult,VIP
CUST1971,Kayla Burns,shane65@gmail.com,+1-557-490-6279,Senior,VIP
CUST1972,Karen Hart,vhopkins@hotmail.com,(024)257-0333x2959,Senior,New
CUST1973,Peter Shepherd,monicahouse@navarro.com,523-158-2863x0402,Youth,VIP
CUST1974,Jessica Simmons,rebeccajames@gmail.com,+1-662-991-7217x429,Senior,Returning
CUST1975,Glenn Ford,zrogers@hotmail.com,(204)167-8215,Senior,VIP
CUST1976,Michael Moore,izimmerman@yahoo.com,+1-392-669-3706x32503,Senior,New
CUST1977,Mark Warren IV,tracyadams@yahoo.com,392-804-8502,Youth,New
CUST1978,Terry Woods,michelle10@drake.com,(061)901-9333,Senior,Returning
CUST1979,Carl Leach,nathanielmoore@maxwell.com,(937)971-9000x029,Adult,Returning
CUST1980,Kelly Phillips,molly91@aguilar.com,+1-561-622-5647x1855,Senior,Returning
CUST1981,Billy Williams,browndominic@house.com,+1-407-992-3045x323,Youth,New
CUST1982,Jeffery Davis,omoody@williams.biz,677-814-5647,Senior,VIP
CUST1983,Laura King,thomasgonzalez@yahoo.com,001-437-019-4539x1177,Senior,New
CUST1984,Brad Gordon,rroberts@hancock.com,(665)052-7612x09281,Youth,Returning
CUST1985,Matthew White,terribaker@johnston.com,001-578-061-9022x311,Adult,Returning
CUST1986,James Miller,melindaavila@martin.org,(787)067-6353x2237,Youth,VIP
CUST1987,Elizabeth Matthews,shunter@gmail.com,859-212-6848,Youth,VIP
CUST1988,Michael Hanson,madison38@gmail.com,(637)114-2943x000,Senior,VIP
CUST1989,Vincent Savage,karen10@gmail.com,001-375-398-9231x3246,Youth,VIP
CUST1990,Cody Burgess,raven09@yahoo.com,(986)693-2784x178,Senior,VIP
CUST1991,Shelby Rodriguez,vsmith@davis.com,765.915.3820,Senior,New
CUST1992,Abigail Wilson,jessica57@harmon-castillo.info,140-652-6642,Senior,VIP
CUST1993,John Holt,vedwards@gmail.com,(735)127-2455x33756,Youth,New
CUST1994,Tracy Guzman,bradgomez@hobbs-nguyen.biz,697-648-7849x62249,Senior,New
CUST1995,Mr. William Ward,jhayes@hotmail.com,510-462-5069x2965,Youth,New
CUST1996,Melissa Foster,iherring@yahoo.com,(851)206-2767x2935,Senior,New
CUST1997,Calvin Smith,reginaldsmith@hotmail.com,001-097-934-4212x914,Senior,New
CUST1998,Alan Waller,brittanywhite@smith.com,(502)234-7780x45797,Adult,New
CUST1999,Christine Wong,james76@gmail.com,(518)407-0339,Youth,Returning
